Area_name,Area_type,Average_2018_2019,Category,Count,Month,Type,Variation (%)
NHS Highland,Health board,78,65-79,39,2020-04-01,age,-50
NHS Lanarkshire,Health board,114.5,65-79,61,2020-04-01,age,-46.7
NHS Lothian,Health board,105.5,65-79,130,2020-04-01,age,23.2
NHS Tayside,Health board,79.5,65-79,66,2020-04-01,age,-17
NHS Ayrshire & Arran,Health board,112,80 and over,75,2020-04-01,age,-33
NHS Borders,Health board,25.5,80 and over,30,2020-04-01,age,17.6
NHS Dumfries & Galloway,Health board,38.5,80 and over,28,2020-04-01,age,-27.3
NHS Fife,Health board,111.5,80 and over,67,2020-04-01,age,-39.9
NHS Forth Valley,Health board,69,80 and over,59,2020-04-01,age,-14.5
NHS Grampian,Health board,92.5,80 and over,108,2020-04-01,age,16.8
NHS Greater Glasgow & Clyde,Health board,257.5,80 and over,198,2020-04-01,age,-23.1
NHS Highland,Health board,65,80 and over,51,2020-04-01,age,-21.5
NHS Lanarkshire,Health board,128,80 and over,107,2020-04-01,age,-16.4
NHS Lothian,Health board,174.5,80 and over,186,2020-04-01,age,6.6
NHS Tayside,Health board,132.5,80 and over,99,2020-04-01,age,-25.3
NHS Western Isles,Health board,8,80 and over,7,2020-04-01,age,-12.5
NHS Ayrshire & Arran,Health board,402,All,215,2020-04-01,all,-46.5
NHS Borders,Health board,92,All,70,2020-04-01,all,-23.9
NHS Dumfries & Galloway,Health board,149,All,103,2020-04-01,all,-30.9
NHS Fife,Health board,346.5,All,208,2020-04-01,all,-40
NHS Forth Valley,Health board,270,All,199,2020-04-01,all,-26.3
NHS Grampian,Health board,453,All,357,2020-04-01,all,-21.2
NHS Greater Glasgow & Clyde,Health board,1193,All,698,2020-04-01,all,-41.5
NHS Highland,Health board,288,All,169,2020-04-01,all,-41.3
NHS Lanarkshire,Health board,614.5,All,384,2020-04-01,all,-37.5
NHS Lothian,Health board,605.5,All,558,2020-04-01,all,-7.8
NHS Orkney,Health board,14.5,All,10,2020-04-01,all,-31
NHS Shetland,Health board,19,All,8,2020-04-01,all,-57.9
NHS Tayside,Health board,443,All,323,2020-04-01,all,-27.1
NHS Western Isles,Health board,38,All,23,2020-04-01,all,-39.5
NHS Ayrshire & Arran,Health board,208,Female,116,2020-04-01,sex,-44.2
NHS Borders,Health board,43,Female,47,2020-04-01,sex,9.3
NHS Dumfries & Galloway,Health board,72.5,Female,60,2020-04-01,sex,-17.2
NHS Fife,Health board,179.5,Female,117,2020-04-01,sex,-34.8
NHS Forth Valley,Health board,138,Female,97,2020-04-01,sex,-29.7
NHS Grampian,Health board,214,Female,184,2020-04-01,sex,-14
NHS Greater Glasgow & Clyde,Health board,589,Female,391,2020-04-01,sex,-33.6
NHS Highland,Health board,142.5,Female,88,2020-04-01,sex,-38.2
NHS Lanarkshire,Health board,295.5,Female,214,2020-04-01,sex,-27.6
NHS Lothian,Health board,299,Female,300,2020-04-01,sex,0.3
NHS Orkney,Health board,6.5,Female,5,2020-04-01,sex,-23.1
NHS Shetland,Health board,7,Female,6,2020-04-01,sex,-14.3
NHS Tayside,Health board,236.5,Female,172,2020-04-01,sex,-27.3
NHS Western Isles,Health board,16,Female,14,2020-04-01,sex,-12.5
NHS Ayrshire & Arran,Health board,133.5,Home,111,2020-04-01,injurylocation,-16.9
NHS Borders,Health board,46.5,Home,46,2020-04-01,injurylocation,-1.1
NHS Dumfries & Galloway,Health board,73.5,Home,58,2020-04-01,injurylocation,-21.1
NHS Fife,Health board,145.5,Home,97,2020-04-01,injurylocation,-33.3
NHS Forth Valley,Health board,79,Home,80,2020-04-01,injurylocation,1.3
NHS Grampian,Health board,157,Home,199,2020-04-01,injurylocation,26.8
NHS Greater Glasgow & Clyde,Health board,311.5,Home,255,2020-04-01,injurylocation,-18.1
NHS Highland,Health board,83,Home,74,2020-04-01,injurylocation,-10.8
NHS Lanarkshire,Health board,167,Home,159,2020-04-01,injurylocation,-4.8
NHS Lothian,Health board,233.5,Home,303,2020-04-01,injurylocation,29.8
NHS Tayside,Health board,164.5,Home,174,2020-04-01,injurylocation,5.8
NHS Western Isles,Health board,7,Home,11,2020-04-01,injurylocation,57.1
NHS Ayrshire & Arran,Health board,194,Male,99,2020-04-01,sex,-49
NHS Borders,Health board,49,Male,23,2020-04-01,sex,-53.1
NHS Dumfries & Galloway,Health board,76.5,Male,43,2020-04-01,sex,-43.8
NHS Fife,Health board,167,Male,91,2020-04-01,sex,-45.5
NHS Forth Valley,Health board,132,Male,102,2020-04-01,sex,-22.7
NHS Grampian,Health board,239,Male,173,2020-04-01,sex,-27.6
NHS Greater Glasgow & Clyde,Health board,604,Male,307,2020-04-01,sex,-49.2
NHS Highland,Health board,145.5,Male,81,2020-04-01,sex,-44.3
NHS Lanarkshire,Health board,319,Male,170,2020-04-01,sex,-46.7
NHS Lothian,Health board,306.5,Male,258,2020-04-01,sex,-15.8
NHS Orkney,Health board,8,Male,5,2020-04-01,sex,-37.5
NHS Tayside,Health board,206.5,Male,151,2020-04-01,sex,-26.9
NHS Western Isles,Health board,22,Male,9,2020-04-01,sex,-59.1
NHS Ayrshire & Arran,Health board,65.5,Other,33,2020-04-01,injurylocation,-49.6
NHS Borders,Health board,11.5,Other,6,2020-04-01,injurylocation,-47.8
NHS Dumfries & Galloway,Health board,33.5,Other,19,2020-04-01,injurylocation,-43.3
NHS Fife,Health board,60,Other,32,2020-04-01,injurylocation,-46.7
NHS Forth Valley,Health board,34.5,Other,16,2020-04-01,injurylocation,-53.6
NHS Grampian,Health board,110,Other,52,2020-04-01,injurylocation,-52.7
NHS Greater Glasgow & Clyde,Health board,167,Other,58,2020-04-01,injurylocation,-65.3
NHS Highland,Health board,50.5,Other,20,2020-04-01,injurylocation,-60.4
NHS Lanarkshire,Health board,85,Other,47,2020-04-01,injurylocation,-44.7
NHS Lothian,Health board,114.5,Other,93,2020-04-01,injurylocation,-18.8
NHS Tayside,Health board,81,Other,33,2020-04-01,injurylocation,-59.3
NHS Ayrshire & Arran,Health board,177,Undisclosed,58,2020-04-01,injurylocation,-67.2
NHS Borders,Health board,22.5,Undisclosed,15,2020-04-01,injurylocation,-33.3
NHS Dumfries & Galloway,Health board,23,Undisclosed,18,2020-04-01,injurylocation,-21.7
NHS Fife,Health board,116.5,Undisclosed,63,2020-04-01,injurylocation,-45.9
NHS Forth Valley,Health board,135.5,Undisclosed,82,2020-04-01,injurylocation,-39.5
NHS Grampian,Health board,134,Undisclosed,72,2020-04-01,injurylocation,-46.3
NHS Greater Glasgow & Clyde,Health board,649,Undisclosed,335,2020-04-01,injurylocation,-48.4
NHS Highland,Health board,132,Undisclosed,59,2020-04-01,injurylocation,-55.3
NHS Lanarkshire,Health board,325.5,Undisclosed,151,2020-04-01,injurylocation,-53.6
NHS Lothian,Health board,215,Undisclosed,135,2020-04-01,injurylocation,-37.2
NHS Tayside,Health board,151.5,Undisclosed,86,2020-04-01,injurylocation,-43.2
NHS Western Isles,Health board,24,Undisclosed,9,2020-04-01,injurylocation,-62.5
Aberdeen City,HSC partnership,17,0-4,8,2020-04-01,age,-52.9
Aberdeenshire,HSC partnership,9,0-4,7,2020-04-01,age,-22.2
Dumfries & Galloway,HSC partnership,5,0-4,6,2020-04-01,age,20
Dundee City,HSC partnership,8,0-4,9,2020-04-01,age,12.5
East Ayrshire,HSC partnership,6,0-4,7,2020-04-01,age,16.7
Edinburgh,HSC partnership,15.5,0-4,7,2020-04-01,age,-54.8
Fife,HSC partnership,13.5,0-4,11,2020-04-01,age,-18.5
Glasgow City,HSC partnership,37.5,0-4,21,2020-04-01,age,-44
North Lanarkshire,HSC partnership,19,0-4,16,2020-04-01,age,-15.8
Renfrewshire,HSC partnership,4,0-4,5,2020-04-01,age,25
South Lanarkshire,HSC partnership,14.5,0-4,11,2020-04-01,age,-24.1
West Dunbartonshire,HSC partnership,7.5,0-4,7,2020-04-01,age,-6.7
West Lothian,HSC partnership,8.5,0-4,6,2020-04-01,age,-29.4
Edinburgh,HSC partnership,7,12-17,5,2020-04-01,age,-28.6
North Lanarkshire,HSC partnership,11,12-17,5,2020-04-01,age,-54.5
Aberdeen City,HSC partnership,8,18-24,13,2020-04-01,age,62.5
Clackmannanshire & Stirling,HSC partnership,3.5,18-24,6,2020-04-01,age,71.4
Dundee City,HSC partnership,6.5,18-24,8,2020-04-01,age,23.1
Edinburgh,HSC partnership,22,18-24,13,2020-04-01,age,-40.9
Falkirk,HSC partnership,7,18-24,5,2020-04-01,age,-28.6
Fife,HSC partnership,16.5,18-24,5,2020-04-01,age,-69.7
Glasgow City,HSC partnership,48,18-24,9,2020-04-01,age,-81.2
North Ayrshire,HSC partnership,5.5,18-24,7,2020-04-01,age,27.3
North Lanarkshire,HSC partnership,16.5,18-24,12,2020-04-01,age,-27.3
Aberdeen City,HSC partnership,34,25-44,33,2020-04-01,age,-2.9
Aberdeenshire,HSC partnership,33,25-44,22,2020-04-01,age,-33.3
Angus,HSC partnership,18.5,25-44,13,2020-04-01,age,-29.7
Argyll & Bute,HSC partnership,15,25-44,8,2020-04-01,age,-46.7
Clackmannanshire & Stirling,HSC partnership,20.5,25-44,16,2020-04-01,age,-22
Dumfries & Galloway,HSC partnership,16,25-44,9,2020-04-01,age,-43.8
Dundee City,HSC partnership,24,25-44,27,2020-04-01,age,12.5
East Ayrshire,HSC partnership,20,25-44,6,2020-04-01,age,-70
East Dunbartonshire,HSC partnership,13.5,25-44,9,2020-04-01,age,-33.3
East Lothian,HSC partnership,10,25-44,8,2020-04-01,age,-20
East Renfrewshire,HSC partnership,10,25-44,5,2020-04-01,age,-50
Edinburgh,HSC partnership,55,25-44,51,2020-04-01,age,-7.3
Falkirk,HSC partnership,23,25-44,17,2020-04-01,age,-26.1
Fife,HSC partnership,44.5,25-44,32,2020-04-01,age,-28.1
Glasgow City,HSC partnership,129.5,25-44,84,2020-04-01,age,-35.1
Highland,HSC partnership,32,25-44,18,2020-04-01,age,-43.8
Inverclyde,HSC partnership,14,25-44,5,2020-04-01,age,-64.3
Midlothian,HSC partnership,13.5,25-44,15,2020-04-01,age,11.1
Moray,HSC partnership,15.5,25-44,10,2020-04-01,age,-35.5
North Ayrshire,HSC partnership,20,25-44,11,2020-04-01,age,-45
North Lanarkshire,HSC partnership,59,25-44,35,2020-04-01,age,-40.7
Perth & Kinross,HSC partnership,18,25-44,11,2020-04-01,age,-38.9
Renfrewshire,HSC partnership,26.5,25-44,13,2020-04-01,age,-50.9
South Ayrshire,HSC partnership,15,25-44,7,2020-04-01,age,-53.3
South Lanarkshire,HSC partnership,44,25-44,25,2020-04-01,age,-43.2
West Lothian,HSC partnership,25.5,25-44,26,2020-04-01,age,2
Western Isles,HSC partnership,5,25-44,6,2020-04-01,age,20
Aberdeen City,HSC partnership,33,45-64,29,2020-04-01,age,-12.1
Aberdeenshire,HSC partnership,39,45-64,17,2020-04-01,age,-56.4
Angus,HSC partnership,27,45-64,15,2020-04-01,age,-44.4
Argyll & Bute,HSC partnership,17.5,45-64,6,2020-04-01,age,-65.7
Clackmannanshire & Stirling,HSC partnership,21.5,45-64,13,2020-04-01,age,-39.5
Dumfries & Galloway,HSC partnership,31,45-64,19,2020-04-01,age,-38.7
Dundee City,HSC partnership,37,45-64,27,2020-04-01,age,-27
East Ayrshire,HSC partnership,24.5,45-64,13,2020-04-01,age,-46.9
East Dunbartonshire,HSC partnership,24,45-64,9,2020-04-01,age,-62.5
East Lothian,HSC partnership,10,45-64,9,2020-04-01,age,-10
East Renfrewshire,HSC partnership,11.5,45-64,11,2020-04-01,age,-4.3
Edinburgh,HSC partnership,61,45-64,54,2020-04-01,age,-11.5
Falkirk,HSC partnership,27.5,45-64,14,2020-04-01,age,-49.1
Fife,HSC partnership,54.5,45-64,37,2020-04-01,age,-32.1
Glasgow City,HSC partnership,151,45-64,99,2020-04-01,age,-34.4
Highland,HSC partnership,37,45-64,28,2020-04-01,age,-24.3
Inverclyde,HSC partnership,16.5,45-64,7,2020-04-01,age,-57.6
Midlothian,HSC partnership,10,45-64,7,2020-04-01,age,-30
Moray,HSC partnership,14,45-64,13,2020-04-01,age,-7.1
North Ayrshire,HSC partnership,27,45-64,12,2020-04-01,age,-55.6
North Lanarkshire,HSC partnership,80.5,45-64,44,2020-04-01,age,-45.3
Perth & Kinross,HSC partnership,29.5,45-64,19,2020-04-01,age,-35.6
Renfrewshire,HSC partnership,30,45-64,17,2020-04-01,age,-43.3
Scottish Borders,HSC partnership,18,45-64,13,2020-04-01,age,-27.8
South Ayrshire,HSC partnership,22,45-64,12,2020-04-01,age,-45.5
South Lanarkshire,HSC partnership,58.5,45-64,44,2020-04-01,age,-24.8
West Dunbartonshire,HSC partnership,19.5,45-64,8,2020-04-01,age,-59
West Lothian,HSC partnership,25,45-64,19,2020-04-01,age,-24
Western Isles,HSC partnership,7.5,45-64,5,2020-04-01,age,-33.3
Aberdeenshire,HSC partnership,19,5-11,9,2020-04-01,age,-52.6
Argyll & Bute,HSC partnership,2,5-11,5,2020-04-01,age,150
Clackmannanshire & Stirling,HSC partnership,9,5-11,6,2020-04-01,age,-33.3
East Ayrshire,HSC partnership,7,5-11,6,2020-04-01,age,-14.3
East Dunbartonshire,HSC partnership,6.5,5-11,7,2020-04-01,age,7.7
Falkirk,HSC partnership,5.5,5-11,5,2020-04-01,age,-9.1
Fife,HSC partnership,19.5,5-11,10,2020-04-01,age,-48.7
Glasgow City,HSC partnership,30.5,5-11,13,2020-04-01,age,-57.4
North Ayrshire,HSC partnership,8,5-11,5,2020-04-01,age,-37.5
North Lanarkshire,HSC partnership,21,5-11,9,2020-04-01,age,-57.1
Perth & Kinross,HSC partnership,7,5-11,9,2020-04-01,age,28.6
Renfrewshire,HSC partnership,8,5-11,7,2020-04-01,age,-12.5
South Lanarkshire,HSC partnership,20,5-11,9,2020-04-01,age,-55
West Dunbartonshire,HSC partnership,4.5,5-11,5,2020-04-01,age,11.1
Aberdeen City,HSC partnership,30,65-79,29,2020-04-01,age,-3.3
Aberdeenshire,HSC partnership,42.5,65-79,21,2020-04-01,age,-50.6
Angus,HSC partnership,26.5,65-79,12,2020-04-01,age,-54.7
Argyll & Bute,HSC partnership,29.5,65-79,14,2020-04-01,age,-52.5
Clackmannanshire & Stirling,HSC partnership,35.5,65-79,22,2020-04-01,age,-38
Dumfries & Galloway,HSC partnership,36,65-79,34,2020-04-01,age,-5.6
Dundee City,HSC partnership,24,65-79,23,2020-04-01,age,-4.2
East Ayrshire,HSC partnership,23,65-79,16,2020-04-01,age,-30.4
East Dunbartonshire,HSC partnership,21.5,65-79,14,2020-04-01,age,-34.9
East Lothian,HSC partnership,13.5,65-79,23,2020-04-01,age,70.4
East Renfrewshire,HSC partnership,25.5,65-79,5,2020-04-01,age,-80.4
Edinburgh,HSC partnership,50.5,65-79,69,2020-04-01,age,36.6
Falkirk,HSC partnership,29,65-79,25,2020-04-01,age,-13.8
Fife,HSC partnership,77.5,65-79,44,2020-04-01,age,-43.2
Glasgow City,HSC partnership,119.5,65-79,63,2020-04-01,age,-47.3
Highland,HSC partnership,48.5,65-79,25,2020-04-01,age,-48.5
Inverclyde,HSC partnership,20.5,65-79,14,2020-04-01,age,-31.7
Midlothian,HSC partnership,15,65-79,20,2020-04-01,age,33.3
Moray,HSC partnership,13,65-79,16,2020-04-01,age,23.1
North Ayrshire,HSC partnership,26,65-79,11,2020-04-01,age,-57.7
North Lanarkshire,HSC partnership,55,65-79,27,2020-04-01,age,-50.9
Perth & Kinross,HSC partnership,29,65-79,31,2020-04-01,age,6.9
Renfrewshire,HSC partnership,27.5,65-79,14,2020-04-01,age,-49.1
Scottish Borders,HSC partnership,20.5,65-79,19,2020-04-01,age,-7.3
South Ayrshire,HSC partnership,33.5,65-79,13,2020-04-01,age,-61.2
South Lanarkshire,HSC partnership,59.5,65-79,34,2020-04-01,age,-42.9
West Dunbartonshire,HSC partnership,18.5,65-79,13,2020-04-01,age,-29.7
West Lothian,HSC partnership,26.5,65-79,18,2020-04-01,age,-32.1
Aberdeen City,HSC partnership,43,80 and over,50,2020-04-01,age,16.3
Aberdeenshire,HSC partnership,32.5,80 and over,42,2020-04-01,age,29.2
Angus,HSC partnership,40.5,80 and over,27,2020-04-01,age,-33.3
Argyll & Bute,HSC partnership,23.5,80 and over,17,2020-04-01,age,-27.7
Clackmannanshire & Stirling,HSC partnership,32,80 and over,29,2020-04-01,age,-9.4
Dumfries & Galloway,HSC partnership,38.5,80 and over,28,2020-04-01,age,-27.3
Dundee City,HSC partnership,45.5,80 and over,36,2020-04-01,age,-20.9
East Ayrshire,HSC partnership,22.5,80 and over,22,2020-04-01,age,-2.2
East Dunbartonshire,HSC partnership,39.5,80 and over,26,2020-04-01,age,-34.2
East Lothian,HSC partnership,16,80 and over,18,2020-04-01,age,12.5
East Renfrewshire,HSC partnership,26,80 and over,18,2020-04-01,age,-30.8
Edinburgh,HSC partnership,99,80 and over,117,2020-04-01,age,18.2
Falkirk,HSC partnership,37,80 and over,30,2020-04-01,age,-18.9
Fife,HSC partnership,111.5,80 and over,67,2020-04-01,age,-39.9
Glasgow City,HSC partnership,117,80 and over,107,2020-04-01,age,-8.5
Highland,HSC partnership,41.5,80 and over,34,2020-04-01,age,-18.1
Inverclyde,HSC partnership,23,80 and over,13,2020-04-01,age,-43.5
Midlothian,HSC partnership,22,80 and over,21,2020-04-01,age,-4.5
Moray,HSC partnership,17,80 and over,16,2020-04-01,age,-5.9
North Ayrshire,HSC partnership,38,80 and over,25,2020-04-01,age,-34.2
North Lanarkshire,HSC partnership,62,80 and over,53,2020-04-01,age,-14.5
Perth & Kinross,HSC partnership,46.5,80 and over,36,2020-04-01,age,-22.6
Renfrewshire,HSC partnership,37.5,80 and over,28,2020-04-01,age,-25.3
Scottish Borders,HSC partnership,25.5,80 and over,30,2020-04-01,age,17.6
South Ayrshire,HSC partnership,51.5,80 and over,28,2020-04-01,age,-45.6
South Lanarkshire,HSC partnership,66,80 and over,54,2020-04-01,age,-18.2
West Dunbartonshire,HSC partnership,14.5,80 and over,6,2020-04-01,age,-58.6
West Lothian,HSC partnership,37.5,80 and over,30,2020-04-01,age,-20
Western Isles,HSC partnership,8,80 and over,7,2020-04-01,age,-12.5
Aberdeen City,HSC partnership,184.5,All,168,2020-04-01,all,-8.9
Aberdeenshire,HSC partnership,193.5,All,126,2020-04-01,all,-34.9
Angus,HSC partnership,137,All,76,2020-04-01,all,-44.5
Argyll & Bute,HSC partnership,96.5,All,55,2020-04-01,all,-43
Clackmannanshire & Stirling,HSC partnership,126.5,All,97,2020-04-01,all,-23.3
Dumfries & Galloway,HSC partnership,149,All,103,2020-04-01,all,-30.9
Dundee City,HSC partnership,154,All,134,2020-04-01,all,-13
East Ayrshire,HSC partnership,116,All,72,2020-04-01,all,-37.9
East Dunbartonshire,HSC partnership,118,All,73,2020-04-01,all,-38.1
East Lothian,HSC partnership,63,All,65,2020-04-01,all,3.2
East Renfrewshire,HSC partnership,91,All,45,2020-04-01,all,-50.5
Edinburgh,HSC partnership,323.5,All,317,2020-04-01,all,-2
Falkirk,HSC partnership,143.5,All,102,2020-04-01,all,-28.9
Fife,HSC partnership,346.5,All,208,2020-04-01,all,-40
Glasgow City,HSC partnership,658,All,400,2020-04-01,all,-39.2
Highland,HSC partnership,191.5,All,114,2020-04-01,all,-40.5
Inverclyde,HSC partnership,88,All,41,2020-04-01,all,-53.4
Midlothian,HSC partnership,72,All,69,2020-04-01,all,-4.2
Moray,HSC partnership,75,All,63,2020-04-01,all,-16
North Ayrshire,HSC partnership,139.5,All,77,2020-04-01,all,-44.8
North Lanarkshire,HSC partnership,324,All,201,2020-04-01,all,-38
Orkney Islands,HSC partnership,14.5,All,10,2020-04-01,all,-31
Perth & Kinross,HSC partnership,152,All,113,2020-04-01,all,-25.7
Renfrewshire,HSC partnership,151.5,All,90,2020-04-01,all,-40.6
Scottish Borders,HSC partnership,92,All,70,2020-04-01,all,-23.9
Shetland Islands,HSC partnership,19,All,8,2020-04-01,all,-57.9
South Ayrshire,HSC partnership,146.5,All,66,2020-04-01,all,-54.9
South Lanarkshire,HSC partnership,290.5,All,183,2020-04-01,all,-37
West Dunbartonshire,HSC partnership,86.5,All,49,2020-04-01,all,-43.4
West Lothian,HSC partnership,147,All,107,2020-04-01,all,-27.2
Western Isles,HSC partnership,38,All,23,2020-04-01,all,-39.5
Aberdeen City,HSC partnership,83,Female,84,2020-04-01,sex,1.2
Aberdeenshire,HSC partnership,94,Female,67,2020-04-01,sex,-28.7
Angus,HSC partnership,72,Female,34,2020-04-01,sex,-52.8
Argyll & Bute,HSC partnership,46.5,Female,27,2020-04-01,sex,-41.9
Clackmannanshire & Stirling,HSC partnership,63.5,Female,49,2020-04-01,sex,-22.8
Dumfries & Galloway,HSC partnership,72.5,Female,60,2020-04-01,sex,-17.2
Dundee City,HSC partnership,89,Female,72,2020-04-01,sex,-19.1
East Ayrshire,HSC partnership,60,Female,37,2020-04-01,sex,-38.3
East Dunbartonshire,HSC partnership,58,Female,47,2020-04-01,sex,-19
East Lothian,HSC partnership,29.5,Female,37,2020-04-01,sex,25.4
East Renfrewshire,HSC partnership,50,Female,33,2020-04-01,sex,-34
Edinburgh,HSC partnership,167.5,Female,172,2020-04-01,sex,2.7
Falkirk,HSC partnership,74.5,Female,48,2020-04-01,sex,-35.6
Fife,HSC partnership,179.5,Female,117,2020-04-01,sex,-34.8
Glasgow City,HSC partnership,315,Female,214,2020-04-01,sex,-32.1
Highland,HSC partnership,96,Female,61,2020-04-01,sex,-36.5
Inverclyde,HSC partnership,45.5,Female,21,2020-04-01,sex,-53.8
Midlothian,HSC partnership,34,Female,39,2020-04-01,sex,14.7
Moray,HSC partnership,37,Female,33,2020-04-01,sex,-10.8
North Ayrshire,HSC partnership,74.5,Female,43,2020-04-01,sex,-42.3
North Lanarkshire,HSC partnership,145,Female,105,2020-04-01,sex,-27.6
Orkney Islands,HSC partnership,6.5,Female,5,2020-04-01,sex,-23.1
Perth & Kinross,HSC partnership,75.5,Female,66,2020-04-01,sex,-12.6
Renfrewshire,HSC partnership,79.5,Female,55,2020-04-01,sex,-30.8
Scottish Borders,HSC partnership,43,Female,47,2020-04-01,sex,9.3
Shetland Islands,HSC partnership,7,Female,6,2020-04-01,sex,-14.3
South Ayrshire,HSC partnership,73.5,Female,36,2020-04-01,sex,-51
South Lanarkshire,HSC partnership,150.5,Female,109,2020-04-01,sex,-27.6
West Dunbartonshire,HSC partnership,41,Female,21,2020-04-01,sex,-48.8
West Lothian,HSC partnership,68,Female,52,2020-04-01,sex,-23.5
Western Isles,HSC partnership,16,Female,14,2020-04-01,sex,-12.5
Aberdeen City,HSC partnership,75,Home,99,2020-04-01,injurylocation,32
Aberdeenshire,HSC partnership,67,Home,72,2020-04-01,injurylocation,7.5
Angus,HSC partnership,51,Home,37,2020-04-01,injurylocation,-27.5
Argyll & Bute,HSC partnership,37.5,Home,35,2020-04-01,injurylocation,-6.7
Clackmannanshire & Stirling,HSC partnership,38,Home,41,2020-04-01,injurylocation,7.9
Dumfries & Galloway,HSC partnership,73.5,Home,58,2020-04-01,injurylocation,-21.1
Dundee City,HSC partnership,61.5,Home,72,2020-04-01,injurylocation,17.1
East Ayrshire,HSC partnership,36,Home,40,2020-04-01,injurylocation,11.1
East Dunbartonshire,HSC partnership,28.5,Home,27,2020-04-01,injurylocation,-5.3
